Country,Agent,LogoUrl,Office,Coverage,Operation,TransportMode,Services,Contact,Email,Phone,Segments,Networks
India,STARCON LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/f8785416ec8b27384ea8fe47d35d0973.png,"India, Mumbai",,,,,Ashok Nalwala,ashoka@starconlogistics.com,,,JC Trans
India,STARDOLLAR LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/7a4030365b9fffbc1b9cfead00cb2f30.png,"India, Mumbai",,,,,SHARATH POOJARY,info@stardollarlogistics.com,,,JC Trans
India,STEADFAST LOGISTICS SERVICES INDIA PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/6d7c33e4-705b-4eb9-b7a7-4d64ef0f12bb.png,"India, Gurgaon",,,,,Pankaj Bhatia,PBhatia@steadfastcargo.com,,,JC Trans
India,STEAM PULSE INDIA PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/815c5fc6ec648a9c4f1ecb09e8ad5429.jpg,"India, Mumbai",,,,,AMIT THAKKAR,amit@steampulse.in,,,JC Trans
India,STEVIN EXPRESS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO%2F4d0f40a9-5d37-44c4-9e8a-1d24c68ed0f0,"India, New Delhi",,,,,Rahul Pratap Singh,rahul@stevinexpress.com,,,JC Trans
India,STRIVE SHIPPING SERVICES PVT LTD,https://app.mappers.ai/user_content/company_logo/7c3ba558a7a7262851f1c785ebc838d0.jpg,India,,,,,YOUGITA SALWAN,yougitasalwan@striveshipping.co.in,,,Logifem
India,Success Shipping Associates,https://app.mappers.ai/user_content/company_logo/276ddf551a4cedb1c21d419a65c5a853.png,"India, Chennai",,,,,ANNADURAI . B,contact@successshippingassociates.com,,,JC Trans
India,SUCCOUR SHIPPING LINES INDIA PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/3b98d026347c28d9dccb1ed1a0f252ef.png,"India, Navi Mumbai",,,,,Binoy,binoy@succourships.com,,,JC Trans
India,SUDU LOGISTICS,https://app.mappers.ai/user_content/company_logo/d41021bf8486820686ed644a21631686.jpg,"India, Pune",,,,,Prayas Patil,sales@sudulogostics.co.in,,,JC Trans
India,Sukhin Global Logistics LLP,https://app.mappers.ai/user_content/company_logo/a940c5069626648c041bfe28ffa39851.png,"India, Mumbai",,,Air Rail,Integrated Logistics Breakbulk Dangerous FCL General,Bhavin,bhavin@sukhinglobal.com,,,TwigConnecta
India,SUN IMPEX CLEARING AND SHIPPING AGENCY PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/9b4009d83f3a2a7e7d97b50d41e66c16.png,"India, Mumbai",,,,,Amit,amit@sunimpex.co.in,,,JC Trans
India,SUN TRANS SHIPPING INDIA PVT.LTD,https://assets.jctrans.com/COMPANY_LOGO/373fd67f-9ac2-4516-9a88-bafbd6b62f33.png,"India, New Delhi",,,,,Anuradha,nitin@suntranslogistics.com,9818911774,,JC Trans
India,SUNRAYS,https://pplnet.pplonefamily.net/images/companies/sunrays.jpg,India,,,,,Ms. Liji Kurian,info@sunraysshipping.in,91 22 49711612,,PPL
India,SUPERIOR FREIGHT SERVICES PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/c96e7b18-6f70-4c8d-bda5-a84e866f9b2e.png,"India, New Delhi",,,,,DharmRaj Rai,info@superiorfreight.in,,,JC Trans
India,SURECARGO LOGISTICS INDIA PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/8c12c186beb4a24fb02439c118939c7c.jpg,"India, Jaipur",,,,,Abhijeet Parashar,abhijeet@surecargologistics.com,,,JC Trans
India,SURGEPORT LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/91b1916111322c281019a55eac703855.png,"India, Chennai",,,,,Arul Prakash. C,arul@surgeport-logistics.com,,,JC Trans
India,SURMOUNT LOGISTICS SOLUTIONS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/3cd688146aea51b05d19f3d27b4cd77b.jpg,"India, Chennai",,,,,Akash Immanuel,overseas@surmountlogistics.in,,,JC Trans
India,SVARNA LOGISTICS INDIA PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/8216f958127f78a53a47f4a1f734efa5.jpg,"India, Bengaluru",,,,,PAWAN KUMAR,pawan@svarnalogistics.com,,,JC Trans
India,SWENLOG SUPPLY CHAIN SOLUTIONS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/b97432f7e6285e978cdca59351ea17ff.png,"India, Chennai",,,,,ABDUL RAHIM,abdul@swenlog.com,,,JC Trans
India,Swift Cargo Private Limited,https://assets.jctrans.com/COMPANY_LOGO%2F611959b0-22e3-4df6-9136-5dffad4e7e2f,"India, Mumbai",,,,,Placid Pinto,placid@swiftcargo.com,91 98214 19473,,JC Trans
India,SWIFTAIR TRANSPEED PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/48828f27-0631-4566-842b-ef2594cb7c7d.png,"India, New Delhi",,,,,SWIFTAIR,delhi@swiftair.co.in,8527856656,,JC Trans
India,SWIFTWAYS GLOBAL LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/ff4e6cb2b15d7e5bc0d4e26f1490d86f.png,"India, Kolkata",,,,,Dhirendra Kumar,sglcs@swiftways.in,,,JC Trans
India,SWING FREIGHTS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/84a0aa64-9b01-40a8-b63b-4dc60e468d08.jpg,"India, New Delhi",,,,,sonam Srivastava,sales@swingfreights.com,9810984818,,JC Trans
India,SYKON EKARGO SERVICE PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/5c34006a-be35-4cb1-b089-1f6e18849591.png,"India, New Delhi",,,,,CHITTA RANJAN JENA,cs@sykonekargo.com,,,JC Trans
India,Synergy Shipping & Logistics,https://app.mappers.ai/user_content/company_logo/0e90bb412cf9bbdd33811f630d5010b4.png,"India, Mumbai",,,,,ES SHANKAR,shankar@synergy-express.com,,,JC Trans
India,TAAMIRA SHIPPING INDIA PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/993eb8af64db3955bab95dc8d19968b0.jpg,"India, Chennai",,,,,GANAPATHI,ganapathi@taamirashipping.com,,,JC Trans
India,TAM LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/76265edc89635bd60def1a6a5bc4d72e.png,"India, Chennai",,,,,Varun Krishnan,varun@tamlogistics.in,,,JC Trans
India,TBO Cargo Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO%2F7fac29e5-285c-4b63-b859-e5f7dad58685,"India, New Delhi",,,,,Mr. SK Bansal,SKB@TBOCARGO.COM,,,JC Trans
India,TEAM GLOBAL LOGISTICS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/55eaa072-5ab5-4d2e-9512-161197f437df.png,"India, Mumbai",,,,,amrutas,amrutas@teamglobal.in,,,JC Trans
India,Teamleader Logistics Private Limited,https://assets.jctrans.com/COMPANY_LOGO%2Fd4f2db63-ca1e-4123-bc8c-e06b3f0b635f,"India, Mumbai",,,,,Arjun Soman,soman@teamleader.in,,,JC Trans
India,Teamview Logistics Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO%2Fc2bd9385-89b4-4fe4-850b-e21a76b35766,"India, New Delhi",,,,,Anubhav Kulshrestha,Anubhav@teamviewlogistics.com,,,JC Trans
India,TEAMWORK,https://pplnet.pplonefamily.net/images/companies/teamwork.jpg,"India, Mumbai",,,,,Savita Upadhyay,savita@teamworklogistics.com,,,PPLLogifem
India,TECRA LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/645999c89fd28f37ec8e441ed5789491.png,"India, Chennai",,,,,SASTHA GURU.P,sastha.guru@tecralogistics.com,,,JC Trans
India,TEJAS CARGO INDIA LIMITED,https://app.mappers.ai/user_content/company_logo/3884a15161b6de8d7d2ddfe9a7716aef.png,"India, Faridabad",,,,,VARTIKA SAXENA,Overseas@tcipl.in,,,JC Trans
India,Teus And Tons Logistics Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO/6dadcf2d-36ce-4174-b4b7-0875e89caf19.png,"India, New Delhi",,,,,Ms. Vaishali Jain,vaishali@teusandtons.com,91 8700461904,,JC Trans
India,TGLS Shipping Solutions,https://parnity.co/dist/images/company-placeholder.png,"India, Mumbai",,,,,Geeta Bavlekar,account@tejeshglobal.com,,,Alfa
India,Thakur Logistics Pvt Ltd,https://parnity.co/dist/images/company-placeholder.png,"India, Mumbai",,,,,Prasad Ghorpade,accounts1@thakurlogistics.com,,,Alfa
India,The Vantage Tradelink,https://aeroceanetwork.net/wp-content/uploads/2020/11/tvt3-300x196.jpg,"India, Ahmadabad",,,,,,,,,AON
India,Thiru Rani Logistic Pvt Ltd,https://app.mappers.ai/user_content/company_logo/6837422b5a1bf5d895f4768386231cab.jpeg,"India, Chennai",,,,,Pricing,cscbe.frt@trlpl.com,,,JC Trans
India,THIRUMALAISAMY SHIPPING & LOGISTICS INDIA,https://app.mappers.ai/user_content/company_logo/1cd61f489649ff258f593aff7118a3d1.jpg,"India, Chennai",,,,,A VIGNESHWARAN,info@tstships.com,,,JC Trans
India,THREE ACES GLOBAL LOGISTICS PVT. LTD.,https://parnity.co/dist/images/company-placeholder.png,"India, Delhi",,,,,Gopala Pandey,gopal@3acesglobal.com,,,The Cooperative
India,TICC Container Line (I) Pvt Ltd,https://aeroceanetwork.net/wp-content/uploads/2019/03/ticc-300x99.jpg,"India, Mumbai",,,,,,,,,AON
India,TIERRA LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/545b76edff8527f793d4793be0026b52.jpg,"India, Kolkata",,,,,Abhilash Nandi,abhilashnandi@tierragrp.com,,,JC Trans
India,Tiger Logistics India Limited,https://assets.jctrans.com/COMPANY_LOGO%2F86a110e1-3237-4d35-98c3-e5f4decb2d0c.png,"India, New Delhi",,,,,Ravi Kumar,ravi.kumar@tigerlogistics.in,91 9990508484,,JC Trans
India,Time World Logistics (Logistic Integrators Pvt Ltd),https://app.mappers.ai/user_content/company_logo/6a3606d67209eaf2c37a25e041ad0bb3.jpg,"India, Mumbai",,,Air,Sea Road Perishables Dangerous Live Animals,Mark Abeysundara,pricing@timeworldfreight.ae,,,Twig
India,TKS SHIPPING & LOGISTICS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO%2Fcea8dbc0-f8ad-41fe-a66d-41ef1b0db44c,"India, New Delhi",,,,,Mahender kumar,sales@tkslogistics.in,,,JC Trans
India,TKW SUPPLY CHAIN INTERNATIONAL LIMITED,https://assets.jctrans.com/COMPANY_LOGO/5ad56c41-0768-449a-935e-ef2db92c7679.png,"India, New Delhi",,,,,Mamta Sharma,connect@tkws.in,9818794493,,JC Trans
India,TMT LOGISTICS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/d0f17c76-f253-472f-9661-23d1e4ba1bac.jpg,"India, New Delhi",,,,,Dinesh Yadav,dinesh@tmtlogistics.net,,,JC TransMGLN
India,TNL Logistics Pvt Ltd,https://app.mappers.ai/user_content/company_logo/ca503fc77e9a08fc8d13a6042ce3efbc.jpg,"India, Mumbai",,,,,Anuja Nate,avinash@tnllogistics.com,,,JC Trans
India,TODAY GLOBAL FORWARDING (INDIA),https://app.mappers.ai/user_content/company_logo/609fc40c6557a135d22efe5ea58d2938.jpg,"India, Ludhiana",,,,,NAVEEN SINGH,naveen@tgfindia.net,,,JC Trans
India,TOP FREIGHT LOGISTICS LLP,https://app.mappers.ai/user_content/company_logo/c5f98e69e75cb3141d058061c6d50aee.jpeg,"India, Thane",,,,,DEEPAK SINGH,deepak.singh@topfreight.in,,,JC Trans
India,TOTAL CARGO SOLUTIONS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO%2F06b96fa7-4dd4-47e7-b19f-d0ab4884864f,"India, New Delhi",,,,,RAM KRISHNA MISHRA,ram@totalcargogroup.in,919871161439,,JC Trans
India,TOTAL SEA-LAND LOGISTICS PVT LTD,https://app.mappers.ai/user_content/company_logo/928a2afe3033e9efb52d088a0f6571af.jpg,"India, Mumbai",,,,,Hrishikesh A. Engineer,hod-opscsv@tsllpl.com,,,JC Trans
India,TOTAL SHIPPING & LOGISTICS PVT LTD,https://app.mappers.ai/user_content/company_logo/f8660a48439fd7622492e455d2ec025b.jpg,"India, Mumbai",,,,,Mr.Srilal,preeja.menon@totalgroup.in,,,JC TransPPL
India,TOTAL TRANSPORT SYSTEMS LTD,https://app.mappers.ai/user_content/company_logo/ce7eabeea3643d9540921dc68fb97d02.png,"India, Mumbai",,,,,Mr Chintan Shah,chintan.shah@mum.ttspl.in,,,Connecta
India,TQL LOGISTICS PVT LTD,https://app.mappers.ai/user_content/company_logo/031467908f4e3b250a95d37e92019010.png,"India, Kanpur",,,,,ASHISH NIGAM,ashish@tqllogistic.com,,,JC Trans
India,TRADEPOINT FREIGHT SERVICES,https://app.mappers.ai/user_content/company_logo/8ddd189195d8382a4985eba40746a71d.png,"India, Vadodara",,,,,TEJAS PATANI,sales@tradepointgroup.com,,,JC Trans
India,TRAILMOVERS LOGISTICS PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/9f79f064433a62e73b3cb5a97bc4dcff.png,"India, Ghaziabad",,,,,Vaibhav Gupta,vaibhav@trailmovers.in,,,JC Trans
India,TRANS AGILE SUPPLY CHAIN SOLUTIONS PVT LTD,https://app.mappers.ai/user_content/company_logo/9828daec017df5325dacb6118f5dfd5c.jpg,"India, Faridabad",,,,,Davinder Singh Rawat,eximagency.network@transagile.in,,,JC Trans
India,Trans Cargo Logistics Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO%2Fe9983f80-e721-4e9c-a94f-43adb86bd82d,"India, New Delhi",,,,,Rahul,ops.del@transcargologistics.in,91 9999943735,,JC Trans
India,TRANS CONTINENTAL FREIGHT SERVICE (INDIA) PVT. LTD.,https://assets.jctrans.com/COMPANY_LOGO%2F4dbef573-9b1b-458b-b1ae-94bbdf3dbed8,"India, New Delhi",,,,,Sanjiv Kumar,SANJIV@TCIINDIA.CO.IN,,,JC Trans
India,TRANS IMPEX SHIPPING & LOGISTICS,https://app.mappers.ai/user_content/company_logo/077dfa84ce499392d9a47594df9401f1.png,"India, Navi Mumbai",,,,,Nitil Joshi,nitil.joshi@transimpex.co.in,,,JC Trans
India,Transcom Logistics,https://app.mappers.ai/user_content/company_logo/6a24ac4dae12ce44f7e7d0fd343a202a.png,"India, Mumbai",,,,,Priti N Dave,priti.dave@transcomlogistics.in,,,JC Trans
India,TransGlobal Logistics Pvt Ltd,https://app.mappers.ai/user_content/company_logo/ab835afa8e5c6e5bb343e2a3bfe1c960.jpg,India,,,,,Vivek Venkatachalam,vivek.mumbai@tg-india.com,,,Logifem
India,Transky Cargo & Logistics Pvt. Ltd,https://assets.jctrans.com/COMPANY_LOGO%2F90d3d3fa-42ac-429a-b5e1-bd97d97638d8.jpeg,"India, New Delhi",,,,,NARESH PANT,overseas@tsclogistics.co.in,9953415390,,JC Trans
India,TRANSLINE AIR CARGO SERVICES PVT. LTD.,https://app.mappers.ai/user_content/company_logo/15265ff910856a80913683d24aabfe02.png,"India, Mumbai",,,,,Ninad Dinesh Kirodian,pricing@translinelogistics.com,,,JC Trans
India,TRANSLOG EXPRESS PRIVATE LTD,https://app.mappers.ai/user_content/company_logo/4fa911eab9b7546f245014a6f86fb965.png,"India, Mumbai (bombay)",,,,,Ajay Jagdish Shukla,ajayshukla@translogexpress.com,,,The CooperativeMarcoPolo
India,TRANSLOG EXPRESS PVT LTD,https://parnity.co/dist/images/company-placeholder.png,"India, Ahmedabad",,,,,Ajay Shukla,ajayshukla@translogexpress.com,,,The Cooperative
India,TRANSMIND SOLUTION (OPC) PVT LTD,https://assets.jctrans.com/COMPANY_LOGO%2F7843232f-021a-4823-8a28-f277a6cef673,"India, New Delhi",,,,,Chandan Singh,info@transmind.in,,,JC Trans
India,Transmodal Marine Logistics Pvt.Ltd,https://parnity.co/dist/images/company-placeholder.png,India,,,,,Shiva Rai,shiva.rai@tmlindia.in,,,C5C
India,TRANSOL CAARGO,https://app.mappers.ai/user_content/company_logo/f1b5dc5a697ba878b1cb09210b708e2d.jpg,"India, Mumbai",,,,,TRANSOL CAARGO,info@transol.co.in,,,JC Trans
India,TRANSPEED LOGISTICS PVT LTD,https://app.mappers.ai/user_content/company_logo/9244a922c4e712cd3a77db24f3c7a41e.png,"India, Bengaluru",,,,,Mr Venkatesh Rao,venkatesh@transpeedlogistics.com,,,JC Trans
India,Transport Corporation of India Limited,https://assets.jctrans.com/COMPANY_LOGO/b94d4511-9ebf-4984-a1b1-56077d97fea0,"India, Gurgaon",,,,,Pintu Guria,cha.mumbai@tcil.com,,,JC Trans
India,TRANSWAYS LOGISTICS,https://pplnet.pplonefamily.net/images/companies/transways.jpg,India,,,,,Mr. Santosh Shinde,info@transwayslogistic.com,,,PPL
India,TRANSWORLD INTEGRATED LOGISTEK PRIVATE LIMITED (Navi Mumbai),https://assets.jctrans.com/COMPANY_LOGO/6c274473-e6e3-4ac9-9d4f-bd99cbcfea3a.png,"India, Navi Mumbai",,,,,TRANSWORLD INTEGRATED LOGISTEK PRIVATE LIMITED (Navi Mumbai),,1570012-,,JC Trans
India,TRENDLOG CONSOL SERVICES PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/3a499497a320742047a02705f4b7d0bf.jpg,"India, Chennai",,,,,SIVA BALAKRISHNAN,siva@trendlog.co.in,,,JC Trans
India,TRIBOND WORLDWIDE LOGISTIC PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO%2F1a0e36ed-b555-4a11-9b32-fb0dc2a8ddf0,"India, New Delhi",,,,,Pradeesh P.Nair,pradeesh.nair@tribond.in,,,JC Trans
India,Tribond Worldwide Logistics,https://pangea-network.com/wp-content/uploads/CompanyLogo/tribond_worldwide_logistics_india.png,"India, New Delhi",,,,,Mr Kunal Verma,kunal.verma@tribond.in,919157536341,,Connecta
India,TRICONNECT LOGISTICS INDIA PRIVATE LIMITED,https://app.mappers.ai/user_content/company_logo/54eae0e588c545ffcaaf935ca5530bc1.png,"India, Chennai",,,,,Bhavani,corporate@triconnectlogistics.com,,,JC Trans
India,TRIDENT MARITIME INC,https://assets.jctrans.com/COMPANY_LOGO/184d9234-3efc-49be-8a28-48b0b803c9fe.png,"India, New Delhi",,,,,RITU RAWAT,ritu@tmigroups.in,9821909206,,JC Trans
India,Trigon Synergies Private Limited,https://assets.jctrans.com/COMPANY_LOGO/b935772a-03f5-4a1b-a426-894495807994.png,"India, New Delhi",,,,,Kritika Sharma,pricing@trigonsynergies.com,,,JC Trans
India,TRIKOM SHIPPING PVT. LTD.,https://app.mappers.ai/user_content/company_logo/d8ddfc503cd9228616b690ced5d69d74.png,"India, Mundra",,,,,Deepali,insales@trikomshipping.com,,,JC Trans
India,TRILOG FREIGHT SYSTEM PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO%2Fd808b240-800e-4a56-be2a-020509bf48fc,"India, Gurugram",,,,,TRILOG FREIGHT SYSTEM PRIVATE LIMITED,finance@trilogfreight.com,9999952856,,JC Trans
India,TRIMEN LOGISTICS PVT LTD,https://app.mappers.ai/user_content/company_logo/f531afd851c4f1d5229e61f887991f68.png,"India, Mumbai",,,,,Sakina Officewala,sakina@trimenlogistics.com,,,JC TransPPL
India,TRIO Consolidators Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO%2F93e1ab9f-4b3a-4c72-83b7-de9e1e33c04a,"India, Chennai",,,,,Balaji,balaji@triogroup.net,7708363715,,JC Trans
India,TRISTAR FREIGHT FORWARDERS,https://assets.jctrans.com/COMPANY_LOGO/1cf8a0b4-6193-4b9e-aaaa-79cb359c7ecf.jpg,"India, Mumbai",,,,,P.B.NAIR,nair@tristarfreight.in,,,JC Trans
India,TRISTAR LOGISTICS & FORWARDING PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/d94e5b52-2dc1-4240-b4d6-1fbc61578bb0.png,"India, Navi Mumbai",,,,,Puja Joshi,puja@grouptristar.com,,,JC Trans
India,TRITON LOGISTICS AND MARITIME PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/17a14709-8f9c-4380-9e62-0a5b368b4bdf.png,"India, Gurugram",,,,,Jhalak_Thalesar,Jhalak_Thalesar@tritonmaritime.com,,,JC Trans
India,Triton Logistics and Maritime Pvt. Ltd.,https://firebasestorage.googleapis.com/v0/b/crosstrades-0axznu.appspot.com/o/users%2F0UE0zAqUf6MansWLDP0OtZU06cI3%2Fuploads%2F1709968554304000.jpg?alt=media&token=fa1cbb07-c271-440c-8693-a8461ae622fa,"India, Kochi",,,,,Globalnetwork,globalnetwork@tritonmaritime.com,,,CrossTrades
India,Triworld Global Forwarding Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO%2F38a75ab6-9b37-4ad0-8505-2c16e5e227ce,"India, Chennai",,,,,Saivinodth Jayakumar,sai@triworld.in,,,JC Trans
India,TX AIR AND SEA LOGISTICS INDIA PVT LTD.,https://assets.jctrans.com/COMPANY_LOGO/411340dc-4593-407d-b2d9-80b373547fd1.png,"India, Navi Mumbai",,,,,sophia,txin@txlogi.com,,,JC Trans
India,UBICO,https://pplnet.pplonefamily.net/images/companies/ubico.jpg,India,,,,,Mr. Akshay Talekar,management@ubicoexim.com,91 22 3591 4070,,PPL
India,Ultratrans Logistics Private limited,https://assets.jctrans.com/COMPANY_LOGO%2F01ec5572-e4a1-4fee-a7e9-9f5e3690b1a1,"India, Mumbai",,,,,Abhilash A Nair,abhilash.nair@ultratrans.in,,,JC Trans
India,UNI TRAANS LOG PVT LTD,https://assets.jctrans.com/COMPANY_LOGO/ca2c140e-8935-4911-9e90-0e48e7e44935.png,"India, Mumbai",,,,,SHWETA UGALE,snu@utlgroup.in,,,JC Trans
India,Unicorn Logistics Solutions,https://assets.jctrans.com/COMPANY_LOGO%2F01a4f707-d173-4df0-a3de-76b9cf1bacf9,"India, Chennai",,,,,Unicorn Logistics Solutions,priya@unicornlogistics.co,,,JC Trans
India,Unifreight Movers Pvt. Ltd.,https://aeroceanetwork.net/wp-content/uploads/2022/10/unifreight-logo-300x131.jpg,"India, New Delhi",,,,,,,,,AON
India,UNIK SHIPPING IMPEX,https://assets.jctrans.com/COMPANY_LOGO/9e2aff6f-cf4e-460f-b9c7-e8cef8004157.png,"India, Ahmedabad",,,,,undefined,purvesh@unikshipping.in,,,JC Trans
India,Unique Air Express,https://assets.jctrans.com/COMPANY_LOGO/8edca1c3-0575-4023-87cc-ecded0c4b530.png,"India, Bengaluru",,,,,NILESH HARISHACHNDRA DESHMUKH,accounts_1@uniqueairexpress.com,,,JC Trans
India,UNIQUE LOGISTICS INTERNATIONAL INDIA PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/cc9dbabb-30a1-47f8-99d5-65b0cd2ef1a5.png,"India, Kolkata",,,,,SAMARESH CHAKRABORTY,samaresh.ccu@unique-usa.com,9830412357,,JC Trans
India,UNIQUEWAY LOGISTIC AND SUPPLY CHAIN PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/29996871-7afa-4813-83fe-5caa3a3ba47a.jpg,"India, New Delhi",,,,,UNIQUEWAY LOGISTIC AND SUPPLY CHAIN PRIVATE LIMITED,info@uniqueway.co.in,9999177486,,JC Trans
India,United Freight Management Private Limited,https://assets.jctrans.com/COMPANY_LOGO/6706c718-3c24-4197-b938-0c9d3cdb7491.png,"India, Mumbai",,,,,AMEY VALSANGKAR,amey@ufmpl.com,,,JC Trans
India,UNIWINGS CARGO PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO%2Fe2da088d-32e5-4ade-bf25-03848cb308e0,"India, Bengaluru",,,,,UNIWINGS CARGO PRIVATE LIMITED,pramod@uniwingscargo.com,,,JC Trans
India,UNIZEN LOGISTICS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/1ebfa70a-7f8f-4cc7-9e7f-ed14366964ac,"India, Mumbai",,,,,SAPNA PANDEY,sapna@unizenlpl.in,8433541529,,JC Trans
India,UNOFINITY,https://pplnet.pplonefamily.net/images/companies/unofinity.jpg,India,,,,,Saurav Anuj,saurav@leoglobal.co.in,91 33-48496240,,PPL
India,Unosure Logistics Pvt Ltd,https://assets.jctrans.com/COMPANY_LOGO%2Ff92b8bdf-3916-4551-8add-cbb146535b7c.png,"India, Coimbatore",,,,,RAJA PALANIAPPAN,raja.ramasamy@unologistics.in,,,JC Trans
India,UP4 INTERNATIONAL PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/8884dab1-3b47-4c70-885c-426dc4a3f218.jpg,"India, Chennai",,,,,Govindasamy Ethiraj,gsamy@up4international.com,9884046528,,JC Trans
India,UPOWER,https://pplnet.pplonefamily.net/images/companies/upower.jpg,India,,,,,Mr. Kunal Singh,kunal.in@unionpower.com,91 11 4039002; 91 114039001,,PPL
India,URVASHI LOGISTICS,https://assets.jctrans.com/COMPANY_LOGO%2Fce76a470-26dd-4066-bcfd-e64419fb39e6,"India, Gandhidham",,,,,Anil A Kumar,sales@urvashilogistics.com,9909912257,,JC Trans
India,USCOM LOGISTICS INDIA PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/fdf4b5bc-f6f7-4cc2-90c4-d0e59ff44739.png,"India, Gurugram",,,,,Peter Lee,airopsdel@uscom.net,9667665576,,JC Trans
India,V&S SEAIR LOGISTICS PVT. LTD,https://assets.jctrans.com/COMPANY_LOGO%2F2c8a4e19-acad-420e-940b-7fd0a5d94b7c,"India, New Delhi",,,,,ANIL KUMAR,anil@vands.in,,,JC Trans
India,VAARIDHI LOGISTICS PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/492066fa-cf4d-44b5-9d1d-e783732885bd.png,"India, Delhi",,,,,Vaaridhi Logistics Private Limited,sales@vaaridhilogistics.com,,,JC Trans
India,VAISHNAVI DHARI CIS LINES INDIA PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/a5c76c4a-aee8-4ca2-8d1e-4ac0b974a578.png,"India, New Delhi",,,,,Samsher Singh,samsher@vdcl.co.in,9958125123,,JC Trans
India,VALUE CONSOL SERVICES PRIVATE LIMITED,https://assets.jctrans.com/COMPANY_LOGO/ccb5434e-28aa-47e7-a7b3-b651a57301c8.png,"India, Chennai",,,,,M. SATHISH,info@valueconsol.com,,,JC Trans
India,VANSH LOGISTICS & CO,https://assets.jctrans.com/COMPANY_LOGO/22f4b49a-3454-4e4c-9002-0aeb0c7340b2.png,"India, Gandhidham",,,,,Umesh Nenwani,umesh@vanshlogistics.com,,,JC Trans
India,VEER MARITIME PVT LTD,https://assets.jctrans.com/COMPANY_LOGO/42de5a4a-cbbb-4cf3-bc34-5684afaefb1c.png,"India, Mumbai",,,,,Kalpesh Jagani,kalpeshjagani@veermaritime.com,9820322277,,JC Trans
India,VELOCITER LOGISTICS PVT LTD,https://assets.jctrans.com/COMPANY_LOGO%2Fae93e5f2-13c2-4c28-b67f-ef3a80dcac2c,"India, New Delhi",,,,,ALOK KUMAR RAI,alok.rai@velocitergroups.com,91 9971699411,,JC Trans
